,cooks_d,leverage,DFBETA_0,DFBETA_1,DFBETA_2,DFBETA_3,DFBETA_4,DFBETA_5
196,0.14231489386276377,0.057363121428977454,-0.6016643880464382,0.3952219285620039,-0.191443049946659,-0.0022951018287754475,0.6759626228648709,0.3018688871959981
17,0.10821184176270109,0.2571057127872244,-0.34524675085645784,0.34354970722044326,0.6008687668049776,0.009166474590366772,0.1455732657461135,0.23689697496861178
210,0.06299062486952471,0.21190171255310208,-0.08706321275356126,0.26425055272408365,-0.407718335803215,-0.3076791190008992,-0.059067419835879424,0.18132194777714483
220,0.05039322964726184,0.09978174039347736,0.05606751253779382,-0.24732730455910712,-0.03438856581726241,-0.37985068042680614,0.2577887008991031,-0.12902144708500904
255,0.04472475727878062,0.10060132685737827,0.4053813281856733,0.17820374528139665,-0.05004119344927801,0.07178291652761089,-0.40507572443032397,-0.2163297778502804
