spec,RMSE_in,MAE_in,RMSE_cv5,MAE_cv5,R2,Adj_R2,N
Modelo_DEF,0.7230726825779717,0.6081335883520049,0.7791711992584158,0.6602427466719852,0.5262748275902751,0.49840864097793836,91
Modelo_MC,0.8143265349371853,0.6526510586309034,0.8866640023347936,0.7041962103650309,0.2409874872214861,0.19413486297589877,87
Modelo_ATA,0.7522200546611794,0.6080850329055042,0.8090339718075995,0.6629876987745356,0.42042919658552413,0.38633679638467255,91
