,cooks_d,leverage,DFBETA_0,DFBETA_1,DFBETA_2,DFBETA_3,DFBETA_4,DFBETA_5,DFBETA_6,DFBETA_7,DFBETA_8,DFBETA_9,DFBETA_10
196,0.06504363946988333,0.04839725968841241,-0.19469094479657748,0.17162634873183197,-0.0417721228585386,0.0898320085917163,0.5663131759920677,-0.333145678505237,0.3947925179374032,0.08366337796794708,0.13126110636020044,0.05201198091904208,0.0654675648880151
46,0.04890070945040709,0.07397587595401889,0.08069888811213473,0.2562432723421849,-0.3322683595482449,-0.057537435277923925,-0.47545180063670844,0.27565225587807984,0.11404478559836945,0.01206168365447556,-0.0540431179665285,0.038500270817454676,0.0082353249872738
124,0.04583171372631091,0.11451878305552754,-0.058604950695228156,0.29616948994898684,0.5893495874673672,0.013547215520493393,-0.02086213070910884,0.04070786717436993,0.035932773447986115,0.22381940515206986,0.1481559941850777,0.13497779584178854,0.03810909937395111
73,0.03524062699395898,0.033953073891555496,0.04603790412897715,0.0478793228715341,0.049937729209479864,-0.09212189497835514,0.03292783754177797,0.06668820197894448,0.4345253378439847,0.054800918533602735,-0.017516267161737483,0.13362746959450772,-0.15492968440573301
242,0.03522956938469799,0.08881158537948815,0.159614673150346,-0.11012996152680202,-0.1745275197673262,-0.06471518898385352,0.03375924867861236,-0.10271686844548807,0.05246430553604512,-0.5349563630013052,-0.4966622869497637,-0.4834167034916878,-0.12108509409677728
