,cooks_d,leverage,DFBETA_0,DFBETA_1,DFBETA_2,DFBETA_3,DFBETA_4,DFBETA_5,DFBETA_6,DFBETA_7,DFBETA_8
124,0.05423167695860884,0.11438758732172771,-0.18740673237560496,0.29143700164567776,0.5803619042188103,0.03448375589011309,0.036426618271019215,0.2278141357138409,0.15368983856065513,0.13924608032605734,0.03403569196417314
196,0.045327371455915214,0.026699600543158147,-0.3408971908709571,0.19733794516582356,-0.055484107614407814,-0.04490018426797735,0.3675647777120855,0.07457541302717163,0.12397911580261695,0.019205594101583526,0.20544250070023634
242,0.04498363009916204,0.0876646845645889,0.41508056984991487,-0.11411234061168112,-0.17795489452491484,-0.10303988261802881,0.053067353254025076,-0.5584881848555003,-0.5308952818253394,-0.5142506892574454,-0.12144294152865315
73,0.04300863577333259,0.033176366299920115,-0.17427466879081516,0.0470058468907434,0.05330918530024866,0.09870849493415268,0.439642217924354,0.09120357398806729,0.024002405593592725,0.1887877898326199,-0.1553309510151718
17,0.033581724665660284,0.09212155477678746,-0.2732065383166028,0.23107131179092827,0.38326838527251955,0.008704846581737952,0.13837407838018315,0.11898772741531445,0.1327914520158987,0.20024552188303427,0.15847081848118968
