variable,VIF
Height,1.0458911160379807
age_centered,1.1062890293249248
age_sq,1.012647332803446
fb_MnMP,1.1269835050408783
fb_PPM,1.5021050508345843
fb_xGpm,1.4414295879774823
pts_rnc,1.118769568132145
