,cooks_d,leverage,DFBETA_0,DFBETA_1,DFBETA_2,DFBETA_3,DFBETA_4,DFBETA_5,DFBETA_6,DFBETA_7,DFBETA_8
124,0.06421795900043932,0.11443282658355482,-0.2236428698452076,0.30855769286472,0.6389159148431024,0.05086461245614679,0.03964662301737733,0.2503683868764642,0.17138073677855015,0.15345288233693324,-0.04007695611891428
242,0.04606135199306677,0.08642472732445741,0.36181858014747315,-0.11466925554489152,-0.18383954899099667,-0.11427846096176215,0.05647247139857,-0.5715021545376978,-0.5445927191312493,-0.526883220446014,-0.09646603916135157
196,0.044855917678178585,0.025965092743005534,-0.18418305883986474,0.19804590128431362,-0.053196005529406176,-0.03338353549183354,0.366874400682409,0.07827506720042714,0.12958608201118244,0.023258716485182407,0.17592721923167193
73,0.04164721016095342,0.031842425119775156,-0.34006872799247717,0.052747108136827474,0.047762587036608975,0.08406903796615847,0.44437921481316445,0.08846278967533214,0.01902052382314959,0.18622120216692534,-0.0896085654284311
187,0.031172774993485083,0.07341410364092214,-0.2930725797355518,-0.04745895141213784,-0.020024666388448818,-0.034659341651196794,-0.00988652154034345,0.4553524821831051,0.4374757687644808,0.4306748173000501,0.05783263948863046
