spec,RMSE_in,MAE_in,RMSE_cv5,MAE_cv5,R2,Adj_R2,N
baseline_A,0.7859153082292764,0.6407842484261351,0.8234147523357613,0.6722204525002131,0.42193046791328825,0.40067791158657085,283
baseline_B,0.7727714811470654,0.6247844724085655,0.8068734100279901,0.652765433239953,0.44110431569157416,0.42055668023905846,283
baseline_E,0.7859153082292764,0.6407842484261351,0.8234147523357613,0.6722204525002131,0.42193046791328825,0.40067791158657085,283
