variable,vif
fb_Mn/MP,1.4678577443694953
fb_PPM,2.228803845059423
fb_+/-,6.347254300441914
fb_xG+/-,5.2100888308930875
Dum_GK,1.629187987146153
Dum_DEF,1.507976528563169
Dum_ATA,1.4281160801027284
age,1.1187753982108433
Height,1.5790514872341328
