variable,vif
fb_Mn/MP,1.2937581737181147
fb_PPM,1.5539521761345751
fb_+/-,3.2140119855140576
fb_xG+/-,2.7457353419811974
Dum_GK,1.0908485603061748
Dum_DEF,1.3161618901092949
Dum_ATA,1.4167368850621174
age,1.2413038527404074
Height,1.1107941543422557
