,cooks_d,leverage,DFBETA_0,DFBETA_1,DFBETA_2,DFBETA_3,DFBETA_4,DFBETA_5,DFBETA_6,DFBETA_7,DFBETA_8,DFBETA_9,DFBETA_10
196,0.0646409350334972,0.05361439846326211,-0.14554279301916234,0.15644740444551647,-0.020650697806273266,0.08225094801712163,0.49113072197636426,-0.3812133019988106,0.37703172531464385,0.0750544512351364,0.1247339450038419,0.04873716386619851,0.27585199488308115
46,0.04743777684103505,0.0746609401338224,0.08805620619935096,0.251725006252724,-0.3223424956267984,-0.05710189876954709,-0.48042457119998977,0.236737370944448,0.1128059779541807,0.01059771195291543,-0.053218004826891166,0.03740807271554239,0.0703684247936373
124,0.04442442425186702,0.11498914188265588,-0.046493125181335936,0.2885877277860274,0.5866420625917431,0.012959254684376587,-0.02460151358760969,0.021830315818687822,0.03624074449138317,0.21971068242928202,0.14697679916840362,0.13328545654887106,0.058486669512689916
242,0.03210053087128661,0.0856889683050246,0.1376278319733349,-0.09485833918650542,-0.18183038253039369,-0.06350822718765593,0.01240591721606197,-0.09067949028213315,0.05028294560575123,-0.522383460182594,-0.48833721521060147,-0.47309854457396433,-0.02889733417377275
17,0.0317270638497256,0.08852184517071446,-0.09591602914278943,0.2356885440715476,0.4439207857437473,0.06263445913063832,-0.056833754865699616,0.020479884562897406,0.1500174387471515,0.1484844840289643,0.16858857791269635,0.2312222071852802,0.10437764917515471
