variable,VIF
Height,1.0456960346454525
age_centered,1.092745842907141
age_sq,1.0059091644635365
fb_MnMP,1.1269239477692592
fb_PPM,1.4671576743914316
fb_xGpm,1.5459830051425187
pts_rnc,1.2304974024903814
