variable,VIF
Height,1.0458639154432388
age_centered,1.0917952165315976
age_sq,1.008337708340502
fb_MnMP,1.1269994169105062
fb_PPM,1.491435024595517
fb_xGpm,1.5829852636414454
neglog_rank,1.3257443436102359
