spec,pos,N,R2,Adj_R2,RMSE_in,MAE_in,RMSE_cv5,MAE_cv5
Modelo_MC,MC,87,0.29385885464378514,0.2502698950538953,0.7854524118682523,0.6545412941577604,0.8544180520933083,0.7110758925106627
