spec,pos,N,R2,Adj_R2,RMSE_in,MAE_in,RMSE_cv5,MAE_cv5
Modelo_GK,GK,14,0.7494584108003656,0.592869917550594,0.7258718802951319,0.6074626744604998,2.4015104419006597,1.693961412972881
