spec,pos,N,R2,Adj_R2,RMSE_in,MAE_in,RMSE_cv5,MAE_cv5
Modelo_ATA,ATA,91,0.48838473860238496,0.45828972322605466,0.7067460723831519,0.5819699333569405,0.7816941916146287,0.6339279632687032
