spec,pos,N,R2,Adj_R2,RMSE_in,MAE_in,RMSE_cv5,MAE_cv5
Modelo_DEF,DEF,91,0.5775842711342367,0.5527362870833095,0.6827925338874155,0.5881701715487062,0.7532479506027902,0.6448332218415102
