obs,cooks_d,leverage,dfbeta_age_centered,dfbeta_age_sq,dfbeta_fb_MnMP,dfbeta_fb_xG,dfbeta_pts_rnc
60,0.210166021908699,0.10227378315836999,0.279464043201059,-0.08584081368702613,0.497021920565583,-0.3293569327964325,0.8376128451158898
64,0.1175852123546274,0.19598057430214683,0.42043225197577233,-0.5822065226426603,-0.060336128462379124,-0.30024229684015746,-0.0944729270625147
4,0.09734340482807839,0.2426217617649401,0.2684544667488377,0.6043230546614409,0.13261437969357387,-0.001799326021018454,0.13509742045712467
31,0.05803928659669002,0.08275667042369586,0.23865958191170164,0.03342622818973954,-0.2964188967402314,0.0880668365796548,-0.37511861818696446
62,0.04445922275215891,0.05650409342079291,0.17406340691671376,0.05714303227005175,-0.2062835368018263,-0.26175142738741897,-0.09029457672066415
