Clube,Player,age,Position_Num,Height,Taxa_Transferencia,Value_Num,fb_Mn/MP,fb_PPM,fb_+/-,fb_xG+/-,Dum_GK,Dum_DEF,Dum_MC,Dum_ATA,age_centered,age_sq,ln_Value_Num,pos_rnc,pts_rnc,dum_inf,dum_sup
botafogo,Danilo,24.0,5.0,1.77,23000000,2800000.0,39.0,1.5,6.0,1.4,0,0,1,0,-4.982332155477032,24.823633707500406,14.845129975145433,8,11.652,0,0
botafogo,Marlon Freitas,30.0,5.0,1.85,0,6000000.0,85.0,1.65,8.0,4.6,0,0,1,0,1.0176678445229683,1.0356478417760244,15.60727002719233,8,11.652,0,0
botafogo,Allan,34.0,5.0,1.75,0,2000000.0,47.0,1.8,-2.0,0.0,0,0,1,0,5.017667844522968,25.176990597959772,14.50865773852422,8,11.652,0,0
botafogo,Newton,25.0,5.0,1.88,190000000,1000000.0,59.0,1.75,5.0,1.1,0,0,1,0,-3.9823321554770317,15.85896939654634,13.815510557964274,8,11.652,1,0
botafogo,Jefferson Savarino,28.0,7.0,1.68,2450000,10000000.0,71.0,1.46,4.0,2.3,0,0,1,0,-0.9823321554770317,0.9649764636841511,16.11809565095832,8,11.652,0,1
botafogo,Álvaro Montoro,18.0,7.0,1.7,7900000,3500000.0,70.0,1.75,2.0,4.0,0,0,1,0,-10.982332155477032,120.61161957322479,15.068273526459642,8,11.652,0,0
botafogo,Jordan Barrera,19.0,7.0,1.8,4300000,1000000.0,4.0,1.0,0.0,0.0,0,0,1,0,-9.982332155477032,99.64695526227072,13.815510557964274,8,11.652,0,0
botafogo,Kauan Lindes,21.0,7.0,1.8,160000000,400000.0,31.0,3.0,1.0,0.1,0,0,1,0,-7.982332155477032,63.717626640362596,12.89921982609012,8,11.652,1,0
botafogo,Matheus Martins,22.0,9.0,1.83,10000000,7000000.0,56.0,1.38,3.0,1.0,0,0,0,1,-6.982332155477032,48.75296232940853,15.761420707019589,8,11.652,0,0
botafogo,Jeffinho,25.0,9.0,1.76,5300000,5000000.0,25.0,1.4,2.0,0.2,0,0,0,1,-3.9823321554770317,15.85896939654634,15.424948470398377,8,11.652,0,0
botafogo,Artur,27.0,8.0,1.68,10000000,8000000.0,77.0,1.8,11.0,4.7,0,0,0,1,-1.9823321554770317,3.9296407746382145,15.89495209964411,8,11.652,0,0
botafogo,Nathan Fernandes,20.0,8.0,1.76,7200000,6000000.0,33.0,1.8,6.0,2.8,0,0,0,1,-8.982332155477032,80.68229095131666,15.60727002719233,8,11.652,0,0
botafogo,Joaquín Correa,31.0,10.0,1.88,0,3000000.0,49.0,1.75,2.0,3.0,0,0,0,1,2.0176678445229683,4.0709835308219615,14.914122846632385,8,11.652,0,0
botafogo,Arthur Cabral,27.0,11.0,1.86,12000000,10000000.0,85.0,2.0,6.0,3.8,0,0,0,1,-1.9823321554770317,3.9296407746382145,16.11809565095832,8,11.652,0,1
bragantino,Pedro Henrique,29.0,4.0,1.88,1500000,3500000.0,87.0,1.42,-2.0,-2.5,0,1,0,0,0.017667844522968323,0.0003121527300877818,15.068273526459642,14,9.436,0,0
bragantino,Juninho Capixaba,28.0,3.0,1.76,400000000,6000000.0,90.0,2.17,7.0,1.7,0,1,0,0,-0.9823321554770317,0.9649764636841511,15.60727002719233,14,9.436,0,0
bragantino,Vanderlan,22.0,3.0,1.83,7000000,3500000.0,84.0,1.5,0.0,-0.4,0,1,0,0,-6.982332155477032,48.75296232940853,15.068273526459642,14,9.436,0,0
bragantino,Agustín Sant'Anna,27.0,2.0,1.73,1700000,3000000.0,41.0,1.22,-3.0,-1.3,0,1,0,0,-1.9823321554770317,3.9296407746382145,14.914122846632385,14,9.436,0,0
bragantino,Nathan Mendes,23.0,2.0,1.82,1000000,1000000.0,54.0,1.11,-4.0,-4.8,0,1,0,0,-5.982332155477032,35.78829801845447,13.815510557964274,14,9.436,0,0
bragantino,Fabinho,23.0,5.0,1.78,2500000,5000000.0,33.0,1.44,4.0,-1.5,0,0,1,0,-5.982332155477032,35.78829801845447,15.424948470398377,14,9.436,0,0
bragantino,Matheus Fernandes,27.0,5.0,1.83,1800000,2000000.0,38.0,1.78,-2.0,-2.0,0,0,1,0,-1.9823321554770317,3.9296407746382145,14.50865773852422,14,9.436,0,0
bragantino,Gabriel,33.0,5.0,1.71,0,1500000.0,81.0,1.33,-7.0,-6.1,0,0,1,0,4.017667844522968,16.141654908913836,14.22097566607244,14,9.436,0,0
bragantino,Eric Ramires,25.0,6.0,1.72,1850000,4500000.0,63.0,1.5,2.0,1.6,0,0,1,0,-3.9823321554770317,15.85896939654634,15.319587954740548,14,9.436,0,0
bragantino,Henry Mosquera,23.0,9.0,1.75,2300000,2500000.0,48.0,1.82,6.0,4.5,0,0,0,1,-5.982332155477032,35.78829801845447,14.73180128983843,14,9.436,0,0
bragantino,Lucas Barbosa,24.0,8.0,1.94,2500000,4000000.0,63.0,1.33,-2.0,-0.5,0,0,0,1,-4.982332155477032,24.823633707500406,15.201804919084164,14,9.436,0,0
bragantino,Ignacio Laquintana,26.0,8.0,1.73,690000000,1500000.0,39.0,1.17,-1.0,-3.6,0,0,0,1,-2.9823321554770317,8.894305085592277,14.22097566607244,14,9.436,0,0
bragantino,Isidro Pitta,26.0,11.0,1.83,4350000,6000000.0,44.0,1.38,-7.0,-6.2,0,0,0,1,-2.9823321554770317,8.894305085592277,15.60727002719233,14,9.436,0,1
bragantino,Thiago Borbas,23.0,11.0,1.86,4800000,5000000.0,21.0,1.55,4.0,0.6,0,0,0,1,-5.982332155477032,35.78829801845447,15.424948470398377,14,9.436,0,0
bragantino,Eduardo Sasha,33.0,11.0,1.73,900000000,1500000.0,70.0,1.58,2.0,-0.1,0,0,0,1,4.017667844522968,16.141654908913836,14.22097566607244,14,9.436,0,0
ceara,Fernando Miguel,40.0,1.0,1.91,0,100000.0,82.0,1.38,0.0,-1.6,1,0,0,0,11.017667844522968,121.38900473223539,11.512925464970229,22,7.188,0,0
ceara,Willian Machado,28.0,4.0,1.86,0,900000.0,89.0,1.3,0.0,-2.2,0,1,0,0,-0.9823321554770317,0.9649764636841511,13.710150042306449,22,7.188,0,0
ceara,Éder,30.0,4.0,1.84,0,500000.0,90.0,0.0,-1.0,-0.7,0,1,0,0,1.0176678445229683,1.0356478417760244,13.122363377404328,22,7.188,1,0
ceara,Rafael Ramos,30.0,2.0,1.74,0,500000.0,35.0,1.23,-3.0,0.1,0,1,0,0,1.0176678445229683,1.0356478417760244,13.122363377404328,22,7.188,1,0
ceara,Richardson,34.0,5.0,1.74,0,200000.0,58.0,1.83,0.0,-1.9,0,0,1,0,5.017667844522968,25.176990597959772,12.206072645530174,22,7.188,1,0
ceara,Lucas Lima,25.0,5.0,1.8,475000000,150000.0,13.0,1.33,-2.0,-1.7,0,0,1,0,-3.9823321554770317,15.85896939654634,11.918390573078392,22,7.188,1,0
ceara,Matheus Araújo,23.0,7.0,1.76,0,2000000.0,27.0,1.0,-2.0,-1.7,0,0,1,0,-5.982332155477032,35.78829801845447,14.50865773852422,22,7.188,0,0
ceara,Lucas Mugni,33.0,7.0,1.84,0,300000.0,60.0,1.44,4.0,0.8,0,0,1,0,4.017667844522968,16.141654908913836,12.611537753638338,22,7.188,1,0
ceara,Fernandinho,28.0,9.0,1.75,0,1000000.0,37.0,1.43,3.0,1.6,0,0,0,1,-0.9823321554770317,0.9649764636841511,13.815510557964274,22,7.188,0,0
ceara,Pedro Henrique,35.0,8.0,1.79,0,600000.0,61.0,1.23,-3.0,-2.8,0,0,0,1,6.017667844522968,36.21232628700571,13.304684934198283,22,7.188,0,0
ceara,Aylon,33.0,11.0,1.8,0,300000.0,41.0,0.92,2.0,1.2,0,0,0,1,4.017667844522968,16.141654908913836,12.611537753638338,22,7.188,1,0
corinthians,Hugo Souza,26.0,1.0,1.99,800000000,10000000.0,90.0,1.13,-5.0,0.0,1,0,0,0,-2.9823321554770317,8.894305085592277,16.11809565095832,4,13.802,0,1
corinthians,André Ramalho,33.0,4.0,1.82,0,2000000.0,89.0,1.33,-2.0,-0.6,0,1,0,0,4.017667844522968,16.141654908913836,14.50865773852422,4,13.802,0,0
corinthians,Gustavo Henrique,32.0,4.0,1.94,0,800000.0,90.0,0.88,-7.0,0.3,0,1,0,0,3.0176678445229683,9.106319219867897,13.592367006650065,4,13.802,0,0
corinthians,Matheus Bidu,26.0,3.0,1.72,270000000,2000000.0,73.0,1.23,3.0,3.3,0,1,0,0,-2.9823321554770317,8.894305085592277,14.50865773852422,4,13.802,0,0
corinthians,Hugo,27.0,3.0,1.79,0,1200000.0,51.0,1.33,-2.0,-1.9,0,1,0,0,-1.9823321554770317,3.9296407746382145,13.997832114758229,4,13.802,0,0
corinthians,Fabrizio Angileri,31.0,3.0,1.85,0,700000.0,62.0,1.0,-5.0,-1.3,0,1,0,0,2.0176678445229683,4.0709835308219615,13.458835614025542,4,13.802,0,0
corinthians,Matheuzinho,24.0,2.0,1.71,4000000,6000000.0,84.0,1.06,-3.0,0.1,0,1,0,0,-4.982332155477032,24.823633707500406,15.60727002719233,4,13.802,0,0
corinthians,Raniele,28.0,5.0,1.84,2500000,4000000.0,69.0,1.24,-4.0,2.6,0,0,1,0,-0.9823321554770317,0.9649764636841511,15.201804919084164,4,13.802,0,0
corinthians,André Carrillo,34.0,6.0,1.8,0,1000000.0,61.0,1.27,-1.0,3.6,0,0,1,0,5.017667844522968,25.176990597959772,13.815510557964274,4,13.802,0,0
corinthians,Rodrigo Garro,27.0,7.0,1.74,4550000,1400000.0,74.0,1.0,-2.0,1.3,0,0,1,0,-1.9823321554770317,3.9296407746382145,14.151982794585487,4,13.802,0,0
corinthians,Vitinho,31.0,9.0,1.8,0,1500000.0,26.0,1.5,1.0,2.2,0,0,0,1,2.0176678445229683,4.0709835308219615,14.22097566607244,4,13.802,0,0
corinthians,Ángel Romero,33.0,8.0,1.76,0,1000000.0,48.0,1.16,-9.0,-2.0,0,0,0,1,4.017667844522968,16.141654908913836,13.815510557964274,4,13.802,0,0
corinthians,Yuri Alberto,24.0,11.0,1.83,0,2200000.0,70.0,1.23,-3.0,0.2,0,0,0,1,-4.982332155477032,24.823633707500406,14.603967918328545,4,13.802,0,0
cruzeiro,Lucas Villalba,31.0,4.0,1.77,770000000,1800000.0,89.0,1.94,20.0,13.3,0,1,0,0,2.0176678445229683,4.0709835308219615,14.403297222866392,19,8.227,0,0
cruzeiro,Walace,30.0,5.0,1.88,8000000,4500000.0,23.0,2.13,2.0,0.2,0,0,1,0,1.0176678445229683,1.0356478417760244,15.319587954740548,19,8.227,0,1
cruzeiro,Lucas Romero,31.0,5.0,1.67,900000000,2800000.0,85.0,1.95,14.0,11.2,0,0,1,0,2.0176678445229683,4.0709835308219615,14.845129975145433,19,8.227,0,0
cruzeiro,Lucas Silva,32.0,5.0,1.81,0,700000.0,80.0,2.05,17.0,11.0,0,0,1,0,3.0176678445229683,9.106319219867897,13.458835614025542,19,8.227,1,0
cruzeiro,Christian,24.0,6.0,1.78,4000000,8000000.0,78.0,2.25,22.0,14.5,0,0,1,0,-4.982332155477032,24.823633707500406,15.89495209964411,19,8.227,0,0
cruzeiro,Matheus Henrique,27.0,6.0,1.75,6300000,6000000.0,36.0,1.43,-3.0,-3.2,0,0,1,0,-1.9823321554770317,3.9296407746382145,15.60727002719233,19,8.227,0,1
cruzeiro,Matheus Pereira,29.0,7.0,1.75,5000000,1100000.0,78.0,2.0,15.0,10.1,0,0,1,0,0.017667844522968323,0.0003121527300877818,13.9108207377686,19,8.227,1,0
cruzeiro,Wanderson,30.0,9.0,1.75,2000000,5000000.0,72.0,1.9,17.0,8.0,0,0,0,1,1.0176678445229683,1.0356478417760244,15.424948470398377,19,8.227,0,0
cruzeiro,Yannick Bolasie,36.0,9.0,1.85,0,250000.0,12.0,2.1,2.0,1.4,0,0,0,1,7.017667844522968,49.247661976051646,12.429216196844385,19,8.227,0,0
cruzeiro,Marquinhos,22.0,8.0,1.75,3000000,5500000.0,25.0,1.93,3.0,2.8,0,0,0,1,-6.982332155477032,48.75296232940853,15.5202586502027,19,8.227,0,0
cruzeiro,Kaio Jorge,23.0,11.0,1.82,7200000,7000000.0,79.0,2.05,21.0,12.6,0,0,0,1,-5.982332155477032,35.78829801845447,15.761420707019589,19,8.227,0,0
cruzeiro,Gabriel Barbosa,28.0,11.0,1.78,0,6000000.0,30.0,2.0,2.0,1.5,0,0,0,1,-0.9823321554770317,0.9649764636841511,15.60727002719233,19,8.227,0,0
flamengo,Agustín Rossi,30.0,1.0,1.93,0,7000000.0,90.0,2.3,35.0,16.1,1,0,0,0,1.0176678445229683,1.0356478417760244,15.761420707019589,1,16.996,0,0
flamengo,Léo Ortiz,29.0,4.0,1.85,7000000,1300000.0,86.0,2.26,31.0,14.0,0,1,0,0,0.017667844522968323,0.0003121527300877818,14.077874822431763,1,16.996,1,0
flamengo,Léo Pereira,29.0,4.0,1.89,7000000,8000000.0,87.0,2.26,30.0,14.1,0,1,0,0,0.017667844522968323,0.0003121527300877818,15.89495209964411,1,16.996,0,0
flamengo,Danilo,34.0,4.0,1.84,0,3500000.0,62.0,2.29,11.0,4.5,0,1,0,0,5.017667844522968,25.176990597959772,15.068273526459642,1,16.996,0,1
flamengo,Ayrton Lucas,28.0,3.0,1.8,7000000,7000000.0,50.0,2.43,10.0,4.1,0,1,0,0,-0.9823321554770317,0.9649764636841511,15.761420707019589,1,16.996,0,0
flamengo,Alex Sandro,34.0,3.0,1.8,0,1800000.0,74.0,2.31,16.0,7.4,0,1,0,0,5.017667844522968,25.176990597959772,14.403297222866392,1,16.996,0,0
flamengo,Guillermo Varela,32.0,2.0,1.73,0,1200000.0,58.0,2.2,19.0,6.9,0,1,0,0,3.0176678445229683,9.106319219867897,13.997832114758229,1,16.996,0,0
flamengo,Jorginho,33.0,5.0,1.8,0,6000000.0,84.0,2.38,14.0,4.9,0,0,1,0,4.017667844522968,16.141654908913836,15.60727002719233,1,16.996,0,1
flamengo,Erick Pulgar,31.0,5.0,1.87,2800000,5000000.0,72.0,2.22,12.0,8.4,0,0,1,0,2.0176678445229683,4.0709835308219615,15.424948470398377,1,16.996,0,0
flamengo,Allan,28.0,5.0,1.72,8199999,4000000.0,46.0,2.36,10.0,4.5,0,0,1,0,-0.9823321554770317,0.9649764636841511,15.201804919084164,1,16.996,0,0
flamengo,Nicolás de la Cruz,28.0,6.0,1.67,14500000,1800000.0,58.0,1.91,5.0,4.6,0,0,1,0,-0.9823321554770317,0.9649764636841511,14.403297222866392,1,16.996,0,0
flamengo,Giorgian de Arrascaeta,31.0,7.0,1.74,15000000,1500000.0,74.0,2.44,29.0,10.7,0,0,1,0,2.0176678445229683,4.0709835308219615,14.22097566607244,1,16.996,0,0
flamengo,Jorge Carrascal,27.0,7.0,1.8,12500000,7000000.0,26.0,3.0,0.0,0.4,0,0,1,0,-1.9823321554770317,3.9296407746382145,15.761420707019589,1,16.996,0,1
flamengo,Samuel Lino,25.0,9.0,1.77,22000000,2200000.0,79.0,2.5,11.0,3.5,0,0,0,1,-3.9823321554770317,15.85896939654634,14.603967918328545,1,16.996,0,0
flamengo,Michael,29.0,9.0,1.66,0,6000000.0,44.0,2.1,9.0,5.5,0,0,0,1,0.017667844522968323,0.0003121527300877818,15.60727002719233,1,16.996,0,0
flamengo,Gonzalo Plata,24.0,8.0,1.78,3800000,7000000.0,54.0,2.31,12.0,5.0,0,0,0,1,-4.982332155477032,24.823633707500406,15.761420707019589,1,16.996,0,0
flamengo,Luiz Araújo,29.0,8.0,1.75,9000000,5000000.0,55.0,2.44,19.0,10.2,0,0,0,1,0.017667844522968323,0.0003121527300877818,15.424948470398377,1,16.996,0,0
flamengo,Pedro,28.0,11.0,1.85,14000000,2200000.0,50.0,2.5,23.0,10.1,0,0,0,1,-0.9823321554770317,0.9649764636841511,14.603967918328545,1,16.996,0,0
flamengo,Juninho,28.0,11.0,1.79,5000000,2500000.0,25.0,1.91,1.0,1.5,0,0,0,1,-0.9823321554770317,0.9649764636841511,14.73180128983843,1,16.996,0,0
flamengo,Bruno Henrique,34.0,11.0,1.84,5500000,1000000.0,58.0,2.22,12.0,6.6,0,0,0,1,5.017667844522968,25.176990597959772,13.815510557964274,1,16.996,0,0
fluminense,Thiago Silva,40.0,4.0,1.81,0,700000.0,85.0,1.33,-3.0,0.9,0,1,0,0,11.017667844522968,121.38900473223539,13.458835614025542,7,12.058,0,1
fluminense,Manoel,35.0,4.0,1.81,0,200000.0,75.0,1.5,0.0,-0.7,0,1,0,0,6.017667844522968,36.21232628700571,12.206072645530174,7,12.058,1,0
fluminense,Gabriel Fuentes,28.0,3.0,1.8,1000000,2000000.0,87.0,0.67,-5.0,0.4,0,1,0,0,-0.9823321554770317,0.9649764636841511,14.50865773852422,7,12.058,0,0
fluminense,Guga,26.0,2.0,1.73,1500000,2000000.0,63.0,1.6,-2.0,-1.2,0,1,0,0,-2.9823321554770317,8.894305085592277,14.50865773852422,7,12.058,0,0
fluminense,Samuel Xavier,35.0,2.0,1.66,0,300000.0,82.0,1.64,-1.0,2.0,0,1,0,0,6.017667844522968,36.21232628700571,12.611537753638338,7,12.058,1,0
fluminense,Facundo Bernal,22.0,5.0,1.87,3300000,2000000.0,65.0,1.27,-3.0,-5.3,0,0,1,0,-6.982332155477032,48.75296232940853,14.50865773852422,7,12.058,0,0
fluminense,Luciano Acosta,31.0,7.0,1.6,3400000,6000000.0,83.0,0.0,-2.0,-0.4,0,0,1,0,2.0176678445229683,4.0709835308219615,15.60727002719233,7,12.058,0,1
fluminense,Lima,29.0,7.0,1.81,500000000,2500000.0,49.0,1.79,0.0,1.5,0,0,1,0,0.017667844522968323,0.0003121527300877818,14.73180128983843,7,12.058,0,0
fluminense,Ganso,35.0,7.0,1.84,0,400000.0,44.0,1.92,3.0,-0.2,0,0,1,0,6.017667844522968,36.21232628700571,12.89921982609012,7,12.058,0,0
fluminense,Yeferson Soteldo,28.0,9.0,1.6,4800000,6000000.0,40.0,0.0,-5.0,-1.6,0,0,0,1,-0.9823321554770317,0.9649764636841511,15.60727002719233,7,12.058,0,1
fluminense,Keno,35.0,9.0,1.74,1000000,500000.0,35.0,1.44,3.0,0.5,0,0,0,1,6.017667844522968,36.21232628700571,13.122363377404328,7,12.058,0,0
fluminense,Santiago Moreno,25.0,8.0,1.78,5150000,3500000.0,7.0,0.0,0.0,-0.1,0,0,0,1,-3.9823321554770317,15.85896939654634,15.068273526459642,7,12.058,0,0
fluminense,Kevin Serna,27.0,8.0,1.82,1650000,2000000.0,50.0,1.25,-3.0,0.2,0,0,0,1,-1.9823321554770317,3.9296407746382145,14.50865773852422,7,12.058,0,0
fluminense,Germán Cano,37.0,11.0,1.76,0,800000.0,73.0,1.42,-4.0,-1.1,0,0,0,1,8.017667844522968,64.28299766509758,13.592367006650065,7,12.058,0,0
fortaleza,Brenno,26.0,1.0,1.9,0,1000000.0,90.0,0.5,-1.0,-1.5,1,0,0,0,-2.9823321554770317,8.894305085592277,13.815510557964274,9,11.616,1,0
fortaleza,Helton Leite,34.0,1.0,1.96,300000000,600000.0,90.0,0.0,-2.0,1.5,1,0,0,0,5.017667844522968,25.176990597959772,13.304684934198283,9,11.616,0,0
fortaleza,Benjamín Kuscevic,29.0,4.0,1.86,960000000,2000000.0,89.0,0.88,-10.0,-8.4,0,1,0,0,0.017667844522968323,0.0003121527300877818,14.50865773852422,9,11.616,0,0
fortaleza,Weverson,25.0,3.0,1.85,0,1500000.0,66.0,0.0,-6.0,-0.7,0,1,0,0,-3.9823321554770317,15.85896939654634,14.22097566607244,9,11.616,0,0
fortaleza,Diogo Barbosa,33.0,3.0,1.79,0,350000.0,65.0,0.9,0.0,-3.3,0,1,0,0,4.017667844522968,16.141654908913836,12.765688433465597,9,11.616,0,0
fortaleza,Bruno Pacheco,33.0,3.0,1.75,350000000,300000.0,81.0,0.4,-3.0,0.0,0,1,0,0,4.017667844522968,16.141654908913836,12.611537753638338,9,11.616,1,0
